336,5,599524
337,5,34093
338,4,962226
339,8,371256
340,8,486905
341,2,649528
342,9,279203
343,10,464963
344,5,510506
345,4,335515
346,2,848258
347,2,284940
348,5,823534
349,1,638767
350,5,743362
351,8,690971
352,1,119374
353,1,674732
354,3,972292
355,2,886849
356,5,893165
357,10,939479
358,3,790632
359,8,422298
360,2,346007
361,8,990091
362,2,179476
363,3,768853
364,9,562057
365,8,33464
366,10,368390
367,5,583812
368,1,600582
369,10,725756
370,3,390799
371,10,161181
372,7,839054
373,4,145764
374,3,149204
375,10,181068
376,3,686832
377,5,417535
378,3,990394
379,5,354833
380,9,517191
381,10,32732
382,10,427215
383,4,804629
384,8,225880
385,10,164366
386,4,978500
387,7,675634
388,1,31781
389,5,784931
390,5,960448
391,5,548856
392,8,659244
393,5,756627
394,3,809632
395,4,194187
396,2,232919
397,9,757546
398,3,72762
399,2,151126
400,7,422643
401,3,563774
402,5,320617
403,9,945681
404,8,537905
405,5,925769
406,6,684973
407,2,420528
408,10,891978
409,5,142732
410,1,366694
411,4,601575
412,4,722082
413,7,200630
414,3,253216
415,3,215599
416,8,450379
417,9,782688
418,6,520661
419,7,330182
420,2,967275
421,1,165402
422,9,586692
423,3,344924
424,3,413587
425,1,338606
426,8,554005
427,5,44138
428,6,848357
429,4,630497
430,2,698826
431,3,833659
432,3,33615
433,2,73330
434,8,310072
435,8,270151
436,8,463240
437,5,547859
438,5,261269
439,7,750433
440,4,303812
441,6,474457
442,5,790345
443,7,571370
444,1,784423
445,3,95699
446,3,977519
447,9,881114
448,3,610649
449,10,183697
450,10,776053
451,6,823694
452,1,233749
453,1,415122
454,9,713629
455,10,772302
456,10,717323
457,10,268526
458,1,549592
459,10,366408
460,6,219405
461,6,360380
462,1,543332
463,6,679363
464,4,470953
465,9,506902
466,5,57507
467,3,452390
468,4,58719
469,9,936951
470,2,981098
471,10,556685
472,2,896269
473,4,521554
474,1,903508
475,8,295114
476,7,184961
477,8,529105
478,9,756081
479,2,442750
480,4,470031
481,5,466748
482,6,797684
483,6,332095
484,8,256047
485,4,859902
486,2,166036
487,3,289343
488,8,286335
489,7,776333
490,10,334130
491,6,722393
492,10,127587
493,9,604293
494,10,172523
495,4,123084
496,9,754180
497,2,53570
498,10,406123
499,5,906147
500,7,549659
